168,16,2,1,1.1,3,3.1,94.5,168.7,64,52.6,2169,3.2,4,98,2.1,3.19,3.03,9,70,4800,29,34,8058,1
113,7,2,1,2,3,2,93.1,166.8,64.2,54.1,1950,3,4,91,2,3.08,3.15,9,68,5000,31,38,7395,1
125,9,2,1,2,3,2,96.3,172.4,65.4,51.6,2365,3,4,122,2,3.35,3.46,8.5,88,5000,25,32,6989,1
194,10,2,2,1,4,3,91.3,170.7,67.9,49.7,3139,5,6,181,5,3.43,3.27,7.8,200,5200,17,23,19699,3
128,10,2,1,2,3,2,100.4,181.7,66.5,55.1,3095,5,6,181,5,3.43,3.27,9,152,5200,17,22,13499,0
161,11,1,2,2,3,3,107.9,186.7,68.4,56.7,3252,2,4,152,3,3.7,3.52,21,95,4150,28,33,16900,0
81,3,2,1,2,3,2,94.5,158.8,63.6,52,1909,3,4,90,2,3.03,3.11,9.6,70,5400,38,43,6575,0
115,7,2,1,2,3,2,98.8,177.8,66.5,55.5,2410,3,4,122,2,3.39,3.39,8.6,84,4800,26,32,8495,0
192,2,2,1,2,3,3,101.2,176.8,64.8,54.3,2395,3,4,108,5,3.5,2.8,8.8,101,5800,23,29,16925,0
168,10,2,1,1,1,2,95.1,162.4,63.8,53.3,2008,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,8249,2
94,17,2,1,2,3,2,97.3,171.7,65.5,55.7,2275,3,4,109,5,3.19,3.4,9,85,5250,27,34,8495,2
110,4,2,1,2,2,2,103.3,174.6,64.6,59.8,2535,3,4,122,2,3.34,3.46,8.5,88,5000,24,30,8921,4
161,11,2,2,2,3,3,108,186.7,68.3,56,3130,2,4,134,5,3.61,3.21,7,142,5600,18,24,18150,0
125,9,2,2,2,3,2,96.3,172.4,65.4,51.6,2403,3,4,110,6,3.17,3.46,7.5,116,5500,23,30,9279,1
128,10,2,1,1,3,2,94.5,165.3,63.8,54.5,1889,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,5499,1
103,10,2,1,2,2,2,94.5,170.2,63.8,53.5,2037,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,7999,1
89,15,2,1,2,2,2,97,173.5,65.4,53,2455,4,4,108,5,3.62,2.64,9,94,5200,25,31,10198,0
161,11,2,1,2,3,3,107.9,186.7,68.4,56.7,3075,2,4,120,5,3.46,3.19,8.4,97,5000,19,24,16630,0
145,6,2,1,2,3,3,113,199.6,69.6,52.8,4066,1,6,258,5,3.63,4.17,8.1,176,4750,15,19,32250,0
137,5,2,1,1,4,2,86.6,144.6,63.9,50.8,1713,3,4,92,1,2.91,3.41,9.6,58,4800,49,54,6479,2
134,16,2,1,1,1,3,98.4,176.2,65.6,52,2679,3,4,146,5,3.62,3.5,9.3,116,4800,24,30,11199,2
164,1,2,1,2,3,2,99.8,176.6,66.2,54.3,2337,3,4,109,5,3.19,3.4,10,102,5500,24,30,13950,2
93,8,1,2,2,3,3,115.6,202.6,71.7,56.3,3770,3,5,183,3,3.58,3.64,21.5,123,4350,22,25,31600,4
90,16,2,1,2,3,3,104.5,187.8,66.5,54.1,3131,1,6,171,5,3.27,3.35,9.2,156,5200,20,24,15690,4
197,16,2,1,1,4,3,102.9,183.5,67.7,52,2976,1,6,171,5,3.27,3.35,9.3,161,5200,20,24,16558,3
118,4,2,2,1,4,2,93.7,157.3,63.8,50.8,2128,3,4,98,5,3.03,3.39,7.6,102,5500,24,30,7957,1
168,16,2,1,1,4,3,94.5,168.7,64,52.6,2204,3,4,98,2,3.19,3.03,9,70,4800,29,34,8238,1
118,4,2,1,1,4,2,93.7,157.3,63.8,50.8,1876,3,4,90,2,2.97,3.23,9.4,68,5500,31,38,6377,1
197,16,2,1,1,4,3,102.9,183.5,67.7,52,3016,1,6,171,5,3.27,3.35,9.3,161,5200,19,24,15998,3
106,10,2,1,2,3,2,97.2,173.4,65.2,54.7,2302,3,4,120,2,3.33,3.47,8.5,97,5200,27,34,9549,0
85,5,2,1,2,3,2,96.5,175.4,62.5,54.1,2372,3,4,110,1,3.15,3.58,9,86,5800,27,33,10295,0
102,15,2,1,2,3,2,97.2,172,65.4,52.5,2340,4,4,108,5,3.62,2.64,9,94,5200,26,32,9960,0
122,17,1,1,1,3,2,97.3,171.7,65.5,55.7,2261,3,4,97,3,3.01,3.4,23,52,4800,37,46,7775,2
95,18,2,2,2,3,3,109.1,188.8,68.8,55.5,3049,3,4,141,5,3.78,3.15,8.7,160,5300,19,25,19045,4
74,18,2,1,2,2,3,104.3,188.8,67.2,57.5,3034,3,4,141,5,3.78,3.15,9.5,114,5400,23,28,13415,4
119,12,2,1,1,4,2,93.7,157.3,63.8,50.8,1918,3,4,90,2,2.97,3.23,9.4,68,5500,37,41,5572,1
154,12,2,1,2,3,2,93.7,167.3,63.8,50.8,1989,3,4,90,2,2.97,3.23,9.4,68,5500,31,38,6692,1
101,5,2,1,1,4,2,93.7,150,64,52.6,1837,3,4,79,1,2.91,3.07,10.1,60,5500,38,42,5399,1
122,10,2,1,2,3,2,94.5,165.3,63.8,54.5,1971,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,7499,1
154,12,2,1,2,3,2,93.7,167.3,63.8,50.8,2191,3,4,98,2,2.97,3.23,9.4,68,5500,31,38,7609,1
161,9,2,2,1,4,2,93,157.3,63.8,50.8,2145,3,4,98,6,3.03,3.39,7.6,102,5500,24,30,7689,1
98,3,2,1,1,4,2,94.5,155.9,63.6,52,1874,3,4,90,2,3.03,3.11,9.6,70,5400,38,43,6295,1
150,14,2,2,1,4,2,99.1,186.6,66.5,56.1,2808,1,4,121,5,3.54,3.07,9,160,5500,19,26,18150,3
161,11,2,1,2,3,3,107.9,186.7,68.4,56.7,3020,2,4,120,5,3.46,3.19,8.4,97,5000,19,24,11900,0
118,7,2,1,2,3,3,104.9,175,66.1,54.4,2670,3,4,140,5,3.76,3.16,8,120,5000,19,27,18280,0
77,16,2,1,2,2,2,95.7,169.7,63.6,59.1,2280,3,4,92,2,3.05,3.03,9,62,4800,31,37,6918,0
134,16,2,1,1,4,3,98.4,176.2,65.6,52,2714,3,4,146,5,3.62,3.5,9.3,116,4800,24,30,11549,2
104,14,2,1,2,3,2,99.1,186.6,66.5,56.1,2758,3,4,121,5,3.54,3.07,9.3,110,5250,21,28,15510,2
95,18,2,2,2,3,3,109.1,188.8,68.9,55.5,3062,3,4,141,5,3.78,3.15,9.5,114,5400,19,25,22625,4
65,16,2,1,2,4,2,102.4,175.6,66.5,53.9,2414,3,4,122,5,3.31,3.54,8.7,92,4200,27,32,9988,4
95,18,2,1,2,3,3,109.1,188.8,68.9,55.5,2952,3,4,141,5,3.78,3.15,9.5,114,5400,23,28,16845,4
87,16,2,1,1,4,2,95.7,158.7,63.6,54.5,2040,3,4,92,2,3.05,3.03,9,62,4800,31,38,6338,1
128,10,2,1,1,4,2,94.5,165.6,63.8,53.3,2028,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,7799,1
104,7,2,1,1,4,2,93.1,159.1,64.2,54.1,1905,3,4,91,2,3.03,3.15,9,68,5000,31,38,6795,1
74,16,2,1,2,4,2,95.7,158.7,63.6,54.5,2015,3,4,92,2,3.05,3.03,9,62,4800,31,38,6488,1
153,9,2,2,1,4,2,96.3,173,65.4,49.4,2370,3,4,110,6,3.17,3.46,7.5,116,5500,23,30,9959,3
102,15,2,1,2,3,1,97,172,65.4,54.3,2385,4,4,108,2,3.62,2.64,9,82,4800,24,25,9233,0
78,5,2,1,2,2,2,96.5,157.1,63.9,58.3,2024,3,4,92,1,2.92,3.41,9.2,76,6000,30,34,7295,0
85,5,2,1,2,3,2,96.5,175.4,65.2,54.1,2304,3,4,110,1,3.15,3.58,9,86,5800,27,33,8845,0
108,10,2,1,2,3,2,100.4,184.6,66.5,55.1,3060,5,6,181,5,3.43,3.27,9,152,5200,19,25,13499,0
81,16,2,1,2,2,1,95.7,169.7,63.6,59.1,2290,3,4,92,2,3.05,3.03,9,62,4800,27,32,7898,0
137,5,2,1,1,4,2,86.6,144.6,63.9,50.8,1819,3,4,92,1,2.91,3.41,9.2,76,6000,31,38,6855,2
122,17,2,1,1,3,2,97.3,171.7,65.5,55.7,2209,3,4,109,5,3.19,3.4,9,85,5250,27,34,7975,2
74,12,2,1,2,2,2,103.3,174.6,64.6,59.8,2535,3,4,122,2,3.35,3.46,8.5,88,5000,24,30,8921,4
95,18,1,2,2,3,3,109.1,188.8,68.9,55.5,3217,3,6,145,3,3.01,3.4,23,106,4800,26,27,22470,4
103,18,2,1,2,3,3,104.3,188.8,67.2,56.2,2912,3,4,141,5,3.78,3.15,9.5,114,5400,23,28,12940,5
231,10,2,1,1,4,3,99.2,178.5,67.9,49.7,3139,5,6,181,5,3.43,3.27,9,160,5200,19,25,18399,1
154,12,2,1,2,4,2,93.7,157.3,63.8,50.6,1967,3,4,90,2,2.97,3.23,9.4,68,5500,31,38,6229,1
129,7,2,1,1,4,2,98.8,177.8,66.5,53.7,2385,3,4,122,2,3.39,3.39,8.6,84,4800,26,32,8845,1
148,4,2,1,2,3,2,93.7,157.3,63.8,50.6,1989,3,4,90,2,2.97,3.23,9.4,68,5500,31,38,6692,1
142,8,2,1,1,5,3,96.6,180.3,70.5,50.8,3685,5,8,234,5,3.46,3.1,8.3,155,4750,16,18,35056,3
91,16,2,1,2,4,2,95.7,166.3,64.4,52.8,2122,3,4,98,2,3.19,3.03,9,70,4800,28,34,8358,0
106,10,2,1,2,4,2,97.2,173.4,65.2,54.7,2324,3,4,120,2,3.33,3.47,8.5,97,5200,27,34,8949,0
93,8,1,2,1,1,3,106.7,187.5,70.3,54.9,3495,3,5,183,3,3.58,3.64,21.5,123,4350,22,25,28176,0
104,14,2,2,2,3,2,99.1,186.6,66.5,56.1,2847,1,4,121,5,3.54,3.07,9,160,5500,19,26,18620,2
121,3,2,1,1,4,2,88.4,141.1,60.3,53.2,1488,2,3,61,2,2.91,3.03,9.5,48,5100,47,53,5151,2
256,17,2,1,1,4,2,94.5,165.7,64,51.4,2221,3,4,109,5,3.19,3.4,8.5,90,5500,24,29,9980,3
103,18,2,1,2,3,3,104.3,188.8,67.2,56.2,2935,3,4,141,5,3.78,3.15,9.5,114,5400,24,28,15985,5
134,16,2,1,1,4,3,98.4,176.2,65.6,52,2551,3,4,146,5,3.62,3.5,9.3,116,4800,24,30,9989,2
148,4,2,1,2,3,2,93.7,157.3,63.8,50.6,1989,3,4,90,2,2.97,3.23,9.4,68,5500,31,38,7609,1
168,16,2,1,1,3,3,94.5,168.7,64,52.6,2265,1,4,98,5,3.24,3.08,9.4,112,6600,26,29,9298,1
118,4,2,1,1,4,2,93.7,157.3,63.8,50.8,1876,3,4,90,2,2.97,3.23,9.41,68,5500,37,41,5572,1
104,7,2,1,1,4,2,93.1,159.1,64.2,54.1,1890,3,4,91,2,3.03,3.15,9,68,5000,30,31,5195,1
91,16,1,1,2,3,2,95.7,166.3,64.4,53,2275,3,4,110,3,3.27,3.35,22.5,56,4500,34,36,7898,0
108,10,2,1,2,2,2,100.4,184.6,66.5,56.1,3296,5,6,181,5,3.43,3.27,9,152,5200,17,22,14399,0
102,15,2,2,2,3,1,97,172,65.4,54.3,2510,4,4,108,5,3.62,2.64,7.7,111,4800,24,29,11259,0
161,9,2,1,1,4,2,93.7,157.3,64.4,50.8,1944,3,4,92,2,2.97,3.23,9.4,68,5500,31,38,6189,2
134,16,2,1,1,1,3,98.4,176.2,65.6,52,2536,3,4,146,5,3.62,3.5,9.3,116,4800,24,30,9639,2
137,9,2,1,2,3,2,96.3,172.4,65.4,51.6,2403,3,4,110,6,3.17,3.46,7.5,116,5500,23,30,9279,4
93,8,1,2,2,2,3,110,190.9,70.3,58.7,3750,3,5,183,3,3.58,3.64,21.5,123,4350,22,25,28248,4
107,5,2,1,1,3,2,96.5,169.1,66,51,2293,3,4,110,2,3.15,3.58,9.1,100,5500,25,31,10345,1
113,7,2,1,2,3,2,93.1,166.8,64.2,54.1,1945,3,4,91,2,3.03,3.15,9,68,5000,31,38,6695,1
158,1,2,2,2,3,2,105.8,192.7,71.4,55.9,3086,3,5,131,5,3.13,3.4,8.3,140,5500,17,20,23875,1
145,4,2,2,1,4,2,95.9,173.2,66.3,50.2,2811,3,4,156,4,3.6,3.9,7,145,5000,19,24,12964,3
91,16,2,1,2,3,2,95.7,166.3,64.4,53,2081,3,4,98,2,3.19,3.03,9,70,4800,30,37,6938,0
102,15,2,1,2,3,2,97.2,172,65.4,52.5,2190,4,4,108,2,3.62,2.64,9.5,82,4400,28,33,7775,0
115,7,2,1,2,3,2,98.8,177.8,66.5,55.5,2410,3,4,122,2,3.39,3.39,8.6,84,4800,26,32,10245,0
102,15,2,1,2,3,2,97.2,172,65.4,52.5,2145,4,4,108,2,3.62,2.64,9.5,82,4800,32,37,7126,0
91,16,2,1,2,3,2,95.7,166.3,64.4,53,2094,3,4,98,2,3.19,3.03,9,70,4800,38,47,7738,0
134,16,2,1,1,5,3,98.4,176.2,65.6,53,2975,3,4,146,5,3.62,3.5,9.3,116,4800,24,30,17669,2
94,17,1,2,2,3,2,97.3,171.7,65.5,55.7,2319,3,4,97,3,3.01,3.4,23,68,4500,37,42,9495,2
83,15,2,1,1,4,2,93.7,156.9,63.4,53.7,2050,4,4,97,2,3.62,2.36,9,69,4900,31,36,5118,2
65,16,1,2,2,3,2,102.4,175.6,66.5,54.9,2480,3,4,110,3,3.27,3.35,22.5,73,4500,30,33,10698,4
95,18,2,1,2,3,3,109.1,188.8,68.9,55.5,3012,5,6,173,5,3.58,2.87,8.8,134,5500,18,23,21485,4
128,10,2,1,1,3,2,94.5,165.3,63.8,54.5,1951,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,7299,1
128,10,1,1,1,3,2,94.5,165.3,63.8,54.5,2017,3,4,103,3,2.99,3.47,21.9,55,4800,45,50,7099,1
161,11,1,2,2,3,3,107.9,186.7,68.4,56.7,3197,2,4,152,3,3.7,3.52,21,95,4150,28,33,13200,0
91,16,2,1,2,4,2,95.7,166.3,64.4,52.8,2109,3,4,98,2,3.19,3.03,9,70,4800,30,37,7198,0
85,15,2,1,2,2,1,96.9,173.6,65.4,54.9,2420,4,4,108,2,3.62,2.64,9,82,4800,23,29,8013,0
134,16,2,1,1,1,3,98.4,176.2,65.6,52,2540,3,4,146,5,3.62,3.5,9.3,116,4800,24,30,8449,2
83,15,2,1,1,4,1,93.3,157.3,63.8,55.7,2240,4,4,108,2,3.62,2.64,8.7,73,4400,26,31,7603,2
150,14,2,1,1,4,2,99.1,186.6,66.5,56.1,2658,3,4,121,5,3.54,3.07,9.31,110,5250,21,28,11850,3
194,10,2,1,1,4,3,91.3,170.7,67.9,49.7,3071,5,6,181,5,3.43,3.27,9,160,5200,19,25,17199,3
148,4,2,1,2,4,2,93.7,157.3,63.8,50.6,1967,3,4,90,2,2.97,3.23,9.4,68,5500,31,38,6229,1
101,5,2,1,1,4,2,93.7,150,64,52.6,1940,3,4,92,1,2.91,3.41,9.2,76,6000,30,34,6529,1
158,1,2,1,2,3,2,105.8,192.7,71.4,55.7,2844,3,5,136,5,3.19,3.4,8.5,110,5500,19,25,17710,1
161,11,2,1,2,3,3,107.9,186.7,68.4,56.7,3075,2,4,120,5,3.46,2.19,8.4,95,5000,19,24,15580,0
89,15,2,1,2,2,2,97,173.5,65.4,53,2290,4,4,108,2,3.62,2.64,9,82,4800,28,32,7463,0
161,11,1,2,2,3,3,107.9,186.7,68.4,56.7,3252,2,4,152,3,3.7,3.52,21,95,4150,28,33,17950,0
85,5,2,1,2,3,2,96.5,175.4,65.2,54.1,2465,3,4,110,5,3.15,3.58,9,101,5800,24,28,12945,0
161,9,2,1,1,4,2,93.7,157.3,64.4,50.8,2004,3,4,92,2,2.97,3.23,9.4,68,5500,31,38,6669,2
164,1,2,1,2,3,1,99.4,176.6,66.4,54.3,2824,3,5,136,5,3.19,3.4,8,115,5500,18,22,17450,2
94,17,2,1,2,3,2,97.3,171.7,65.5,55.7,2300,3,4,109,5,3.19,3.4,10,100,5500,26,32,9995,2
65,16,2,1,2,3,2,102.4,175.6,66.5,54.9,2414,3,4,122,5,3.31,3.54,8.7,92,4200,27,32,10898,4
128,10,2,1,1,3,2,94.5,165.3,63.8,54.5,1918,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,6649,1
186,13,2,1,1,4,3,94.5,168.9,68.3,50.2,2778,3,4,151,5,3.94,3.11,9.5,143,5500,19,27,22018,3
93,8,1,2,2,3,3,110,190.9,70.3,56.5,3515,3,5,183,3,3.58,3.64,21.5,123,4350,22,25,25552,4
87,16,2,1,1,4,2,95.7,158.7,63.6,54.5,1985,3,4,92,2,3.05,3.03,9,62,4800,35,39,5348,1
161,9,2,1,1,4,2,93.7,157.3,64.4,50.8,1918,3,4,92,2,2.97,3.23,9.4,68,5500,37,41,5389,2
65,16,2,1,2,4,2,102.4,175.6,66.5,53.9,2458,3,4,122,5,3.31,3.54,8.7,92,4200,27,32,11248,4
106,5,2,1,1,4,2,96.5,167.5,65.2,53.3,2236,3,4,110,1,3.15,3.58,9,86,5800,27,33,7895,0
115,7,2,1,2,4,2,98.8,177.8,66.5,55.5,2425,3,4,122,2,3.39,3.39,8.6,84,4800,26,32,11245,0
104,14,2,1,2,3,2,99.1,186.6,66.5,56.1,2695,3,4,121,5,3.54,3.07,9.3,110,5250,21,28,12170,2
94,17,1,1,2,3,2,97.3,171.7,65.5,55.7,2264,3,4,97,3,3.01,3.4,23,52,4800,37,46,7995,2
188,2,2,1,1,3,3,101.2,176.8,64.8,54.3,2710,3,6,164,5,3.31,3.19,9,121,4250,21,28,20970,0
91,16,1,1,2,4,2,95.7,166.3,64.4,52.8,2275,3,4,110,3,3.27,3.35,22.5,56,4500,38,47,7788,0
91,16,2,1,2,2,1,95.7,169.7,63.6,59.1,3110,3,4,92,2,3.05,3.03,9,62,4800,27,32,8778,0
192,2,2,1,1,3,3,101.2,176.8,64.8,54.3,2395,3,4,108,5,3.5,2.8,8.8,101,5800,23,29,16430,2
122,10,2,1,2,3,2,94.5,165.3,63.8,54.5,1938,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,6849,1
150,14,2,1,1,4,2,99.1,186.6,66.5,56.1,2707,3,4,121,5,2.54,2.07,9.3,110,5250,21,28,15040,3
119,12,2,2,1,4,2,93.7,157.3,63.8,50.8,2128,3,4,98,6,3.03,3.39,7.6,102,5500,24,30,7957,1
83,15,2,1,1,4,2,93.7,157.9,63.6,53.7,2120,4,4,108,2,3.62,2.64,8.7,73,4400,26,31,7053,2
91,16,2,1,2,3,2,95.7,166.3,64.4,52.8,2140,3,4,98,2,3.19,3.03,9,70,4800,28,34,9258,0
65,16,2,1,2,3,2,102.4,175.6,66.5,54.9,2326,3,4,122,5,3.31,3.54,8.7,92,4200,29,34,8948,4
85,15,2,2,2,2,1,96.9,173.6,65.4,54.9,2650,4,4,108,5,3.62,2.64,7.7,111,4800,23,23,11694,0
110,5,2,1,2,3,2,96.5,163.4,64,54.5,2010,3,4,92,1,2.91,3.41,9.2,76,6000,30,34,7295,0
125,9,2,1,2,3,2,96.3,172.4,65.4,51.6,2405,3,4,122,2,3.35,3.46,8.5,88,5000,25,32,8189,1
101,5,2,1,1,4,2,93.7,150,64,52.6,1956,3,4,92,1,2.91,3.41,9.2,76,6000,30,34,7129,1
103,18,2,2,2,3,3,104.3,188.8,67.2,56.2,3045,3,4,130,5,3.62,3.15,7.5,162,5100,17,22,18420,5
129,7,2,1,1,4,2,98.8,177.8,66.5,53.7,2385,3,4,122,2,3.39,3.39,8.6,84,4800,26,32,10595,1
104,7,2,1,1,4,2,93.1,159.1,64.2,54.1,1900,3,4,91,2,3.03,3.15,9,68,5000,31,38,6095,1
106,5,2,1,1,4,2,96.5,167.5,65.2,53.3,2289,3,4,110,1,3.15,3.58,9,86,5800,27,33,9095,0
94,17,2,1,2,3,2,97.3,171.7,65.5,55.7,2212,3,4,109,5,3.19,3.4,9,85,5250,27,34,8195,2
74,18,2,1,2,2,3,104.3,188.8,67.2,57.5,3042,3,4,141,5,3.78,3.15,9.5,114,5400,24,28,16515,4
74,18,2,2,2,2,3,104.3,188.8,67.2,57.5,3157,3,4,130,5,3.62,3.15,7.5,162,5100,17,22,18950,4
103,10,2,1,2,2,2,94.5,170.2,63.8,53.5,2024,3,4,97,2,3.15,3.29,9.4,69,5200,31,37,7349,1
168,16,2,1,1,4,3,94.5,168.7,64,52.6,2300,1,4,98,5,3.24,3.08,9.4,112,6600,26,29,9538,1
153,9,2,1,1,4,2,96.3,173,65.4,49.4,2328,3,4,122,2,3.35,3.46,8.5,88,5000,25,32,8499,3
188,2,2,1,2,3,3,101.2,176.8,64.8,54.3,2765,3,6,164,5,3.31,3.19,9,121,4250,21,28,21105,0
